book_title,author,cover_url,publisher,pub_year,book_url,comment_id,user,content,rating
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4473923821,何民三,优渥家境，数学天才，编程怪咖，商业头脑。\n读来让人振奋的书。\n学校和家里放相同的课本，上学不用背书包，假装不用学习而得高分。印象深刻。,推荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4440568962,Mr.X,比尔盖茨对自己青少年时期的回忆很坦诚，因此这部自传也比别人给乔布斯和马斯克写的那些传记更有意思。我们都知道他从哈佛退学、创办了微软然后成了世界首富，但不清楚为什么会这样，这部自传让一切都变得合理了。也进一步证实了世界首富（英雄）们是时代的产物，而不是相反。每一个人都是被自己的家庭出身、运气、环境和经历共同塑造的，如果童年时有任何不同，比如遇到另一个数学老师或同桌，可能现在有一个截然不同的人生。期待比尔盖茨的第二部和第三部自传，看他怎么叙述他的盛年和老年。,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4484351305,洛克肉,这应该是比尔盖茨自传三部曲的第一部，本来想写一点观后感，但看到最后一段自白的时候，我突然觉得没有什么语言比这段自白更能概括这本书，也看到了盖茨和巴菲特的能成为忘年交的很多共性，绝对的专注力，对热爱事物的痴迷，优秀的数理逻辑能力，从小博览群书，都有一个理性且非常支持自己的父亲，等等等等。某种程度来说，在亲子关系上比尔盖茨的人生经历还是很有借鉴意义的。,推荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4478967954,xukanshan,好的教育真的很重要,No rating
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4464646435,詹尼花儿,看来逻辑能力和写作水平真的是高度相关，如此流畅真挚，想看一遍英文原版,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4441134468,Xu Kun,盖茨的文章，将来最好英文版也看看。,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4435201821,zero,很中肯也很有趣，创业的故事永远是激人奋进的,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4422729463,沈公子,2025年 读过 #11 比尔盖茨的自传 关注的是童年直到微软早期的经历 尾声的谦逊与感恩 也许是全书的亮点 一个人的成功 是上天的恩赐 也是天时地利人和的成全,推荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4421789875,无人知晓,有点过于平淡了,还行
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4460056432,豆友FtmOFKFCl4,任何的成功都不是随便得来,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4490292539,Joy,诚意满满,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4489957420,是西西吖,最打动我的是里面友谊的部分，商业的成功有企业家的远见、对知识的深度探索、对打破常态生活模式的勇气和魄力。但是真正打动人心的是作为人的情感。肯特，过了多少年，应该都是让人过不去的遗憾和悲伤。,推荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4453120914,Zain al-Rafeea,含金量还在持续上升的一部剧,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4451025743,Elephant,只写到77年创业（估计还有下册），巨细无遗展示了富足无忧的成长经历，但有钱人家天才乖宝宝的童年共情不来也参考不来。同是创业天才，理查德 .布兰森和马斯克的传记要带劲得多。,还行
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4450377385,vandu,lakeside,No rating
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4450678008,xusparrow,好看，读到的是真诚,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4450837592,hx,精彩人生,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4451200872,风铃,自传看来都没啥看头,还行
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4451924266,方虎虎,比尔盖茨可太能熬夜了啊，然后还活力满满，想拥有那种高度的专注力。,推荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4461846219,异乡异客,1999 年我有了第一台自己的电脑，从此暑假寒假我就在电脑前不停的重装 各种版本的 windows ，就是一种和打游戏一样开心的事。虽然从我记事以来世界首富就等于比尔盖茨，但我对他更多的敬佩还是来自 windows（我是从 DOS 学电脑的）。后来盖茨成立基金会从事慈善更是佩服不已，也为他在新冠期间被扣屎盆子不平，总之他和乔布斯都是我敬佩之人，也一直期待他的传记。虽然毫无疑问盖茨是少有的天才，但他第一本自传更像是一本青春成长记录，不避讳也不炫耀自己天纵英才，更多是和普通人一样成长的烦恼，他也承认自己的幸运，甚至承认自己因为超速被捕却并不以为意（可惜网上流传的那张嫌犯照他没收录），我愿意把这本书推荐给我青春期的孩子。,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4462012179,blowinwind,可以给娃看的励志读物,推荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4463258797,心若无涯,"教育的目的不是塑造标准答案,而是培养学生的积极主动性和探索精神。年轻人探索未来不是被动接受,而是要主动寻找定义自己的机会。社会进步不仅需要经济发展,更需要培育支持年轻人创新的文化土壤。",推荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4447758205,tznxxdcckxk,250213：真的是“恶魔”？\n250219：一个人想要成功，个体和环境因素缺一不可，在这两个因素里面，个体因素应该更重要一些\n250224：不知道为啥，从肯特去世那一页开始，读这本书的情绪从从轻松成了低落…\n另外需要学习的地方是盖茨做事情的专注力，快速进入心流状态的能力,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4460001042,22ANDME,早期高质量教育理念与实践的典型，不过学习依旧靠自律。16岁英特尔发明4004到19岁创立微软，保罗比盖茨更成熟，盖茨商业视角很广。,推荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4461346921,tailll,最近读的最舒服的人物传记。巧妙之处在于他的时间段选取在了Gates出生和Microsoft步入正轨之间，因此少了很多自吹自擂和空洞无物上价值的内容，但是多了很多少年的挣扎、矛盾，对自己能力和未来世界发展的判断和坚持，以及溢出文字的对计算机软件开发的热爱。\n好的时代+天赋+对热爱之物的坚持,推荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4461755946,city,比尔盖茨的自传很好看，除了写得生动有趣，他从自己成长的许多琐事也延展到那个时代的大事件。在上世纪60年代，原来盖茨妈妈把他们一家朝着肯尼迪家族培养的🤣哦还有，这本书很适合奶爸奶爸培养孩子🤣,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4465904994,huier,特别好看的传记，像品尝一块醇香无比的巧克力。,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4487288461,solo,主线故事在湖滨中学和哈佛大学，差不多 13至20岁的年龄。天才少年的邋遢和书呆子形象名不虚传。成长于教养非常好的家庭，母亲处在教育的第一线，清规戒律高标准严要求，发生冲突时母亲会等父亲下班仲裁，父亲的处理也很巧妙。直到不可收拾时引入心理医生。家里还有个隐身人物外婆，虽有着严肃的宗教背景，但在处理亲情关系时堪称楷模。哈佛风波后外婆写的封信就是很好的示范。湖滨中学开明的校长、哈佛的实验室主任、互补的同学，都是青少年成长阶段最棒的礼物「一系列独特且大多数情况下不由我控制的环境因素不仅塑造了我的个性，也影响了我的职业生涯。我享有的那些并非源自个人努力而来的特权，其重要性再怎么强调都不为过：出生在美国这个富裕国家，在很大程度上相当于“中了卵巢彩票”，此外，白人男性也是一种既得利益。同时赶上了好时候。」,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4487473455,朱棣,很有借鉴，一个怎样的家庭才能培养出这样的孩子,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4488156187,苦难的历程,我看到英文版，说实话我觉得一般，不过居然有个情节引起共鸣：讲他高中的年代，很多人不想买正版CD，就用卡带翻录 Born to Run 这张CD. 这是我很喜欢的一张CD，从美亚买了好几个版本。,还行
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4489349441,15-,大受震惊，原来真的有人小小年纪就知道自己擅长什么，要成为什么样子的人。我觉得比尔盖茨是一个特别有感恩之心的人，而且特别擅长学习、思考、反思。正如他自己所说，他是一个很幸运的孩子，他的家庭也是他成功路上很重要的助力。我能从比尔盖茨身上学到很多东西。特别推荐阅读。,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4465239427,perfect,非常好,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4466946975,請勿善忘,蛮诚恳的,推荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4481073298,yusen,比尔盖茨在全职经营微软之前的自传。写的非常诚恳，让我们有机会回到那个计算机技术大爆发的年代，一窥一个天才少年如何有机会改变世界的故事。在微软成立的过程中，底层硬件技术的进化带来了软件/开发者的机会，盖茨写到他们一直在等待 8080 芯片个人计算机的出现，因为只有 8080 芯片才足够强大驱动好的软件。这让我想起在 2025 年初，我们也在等待/或已经等到了一个足够强大的 foundation model 的出现来驱动类似我们投资的 Manus 这样的 Agent 应用。我们重新站在一个新技术周期的开端，新时代的盖茨与乔布斯正在涌现。,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4481247738,杰克船长,盖茨说很幸运出生在美国这个富裕的国家,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4478687733,深夜球迷,3.5极坦诚，细节。,还行
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4470043084,lqwehr2150,这个还是得读吧。略读下来感觉一般，可能是自己也没读进去吧。,还行
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4480856124,蛋生,没记错，我应该上个月还是上上个月看了他的英文版的，所以当时觉得不是很好，那么这本书有一说一，也确实把一些成功的潜在条件隐去了，感觉和现在社会上的那批老一辈精英训斥我们：你看看你们，不努力啊，所以挣不到钱。呵呵呵，说教式口吻真烦。,较差
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4475303703,Kid A,文笔很好的一本书。强者不抱怨环境，成功者感谢环境和运气，最后结尾又提到了肯特有点泪目。,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4476951043,谦_琎,看准时机，做足准备，拼命工作，不愧是大佬,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4474716665,那是只松鼠嘛,商业属性内容少，成长历程叙述多,No rating
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4489599358,翼心,真情实感,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4479695581,海牙,酣畅淋漓的阅读体验 个人和公司成功的背后是一个蓬勃向上的美国 一个重视教育和孩子个性的家庭 一群藤校毕业的双硕士高中老师 一种给年轻人机会的社会氛围 一群怀揣希望不舍昼夜的天才 比你聪明的人比你还努力且幸运才取得的成果是望尘莫及了 不过找回发现新知的快感还是可以的,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4487605244,ted,作为书末所说的这是人生三部曲之第一，《源代码》讲了盖茨成为盖茨之前的故事，作为一本名人自传，作者充满了谦卑，讲述了自己的家庭、学校和大大小小的朋友们如何帮助自己、影响自己，也客观的把自己的优势和努力放在了时代发展的背景之下，没有intel就没有微软，正如没有波音、没有华盛顿大学，就没有后来的西雅图，还有二战对战后美国方方面面的影响。1978年12月，比尔·盖茨决定和年轻的同事们把微软搬回老家西雅图，有种种理由，但当时应该没有算到，在那个月15日大洋两岸间发生的另一件大事，让西雅图这座美国面向东亚的门户城市，有了新的巨大的可能。,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4441982183,wqh,Marvelous! Bill Gates has been my hero since I was in primary school. I wish I had read this book at that time.,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4451293288,罗歌,大半是小时候的流水账，有点无聊。但从小就能找到自己热爱的东西并全身心投入，真的厉害。,还行
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4463197910,w2jmoe,预标注,No rating
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4451663898,Jack,我丢的有点儿早，但是还没完全丢。我回去找一下。,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4478680397,仔西,写的挺有趣的，不是一本简单的自传，更是一本引领智慧与思考的书。,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4442193864,水听冬,实体书,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4450517365,不回头的弧线,两天看完，可读性极强。\n老年人回忆青少年可以写成一本书，可见多么丰富多彩。\n喜欢的段落很多，最让我忍俊不禁的是P270-P271（中文版）返回阿尔伯克基的飞行旅程：飞机发现故障后，比尔盖茨居然还敢坐第二次，吓得半死，哈哈哈\n期待后面第二本（微软故事）,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4467064282,J.Bond,比尔盖茨的诞生综合了个人、家庭、社会多重因素。家庭的支持，学校和企业对于一个充满奇思妙想青年的帮助，当然也有盖茨夜以继日的努力奋斗带来的彼此成就，教育体系下支持宽松创新的氛围让人羡慕！期待第二部和第三部！,力荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4478252837,凯豆,不错，但不至于评分这么高吧！按照比尔·盖茨的计划，这是其自传三部曲的第1本，后续他还会讲到微软故事和他的慈善事业。从读者的角度，这部自传或许离我们年代最远，但心里距离最近。我们之所以读一个人的传记，总是希望从这个人身上学到点什么，要么有助于自己修身养性，要么有助于下一代的教育。那么回到童年，回到青少年，或许得出来的答案更为纯粹。年近70的比尔盖茨在本书中给我的印象已经非常的谦和，他用温情的笔触回忆了那些对他成长帮助甚大的亲人师长朋友，甚至是合作并不那么愉快商业同道。我们看到，他之所以卓越，有天赋也有极其幸运的环境，包括家风家境学校和社会氛围，教育也极为开明。这就是所谓创新的土壤。土壤是一种生态，可能比种子更加宝贵。,推荐
源代码,[美] 比尔·盖茨,https://img9.doubanio.com/view/subject/s/public/s35075224.jpg,,2025-1,https://book.douban.com/subject/37212965/,4442231563,子非秋月,占尽了天时地利人和的典范,力荐
